EmployeeID,FirstName,LastName,Department,Salary,HireDate,PerformanceScore,ManagerID
E00671,Scott,Wells,Engineering,168533,2024-02-28 11:53:16,4.41,E01336
E00672,Michelle,Atkinson,Operations,180363,2022-11-22 12:30:36,3.36,E00099
E00673,Veronica,Turner,Engineering,212876,2024-03-01 22:45:53,3.9,E00197
E00674,Kevin,Zimmerman,Finance,111971,2020-09-08 00:00:08,4.44,E00482
E00675,Christine,Shaffer,Marketing,128471,2019-07-31 16:24:55,2.64,E00878
E00676,Chelsea,Melendez,Product,99946,2025-08-06 04:41:43,3.1,E01250
E00677,Jody,Hart,Engineering,133989,2021-08-17 06:28:22,3.4,E00615
E00678,Stacey,Faulkner,Marketing,119080,2018-02-06 00:04:51,3.05,E00618
E00679,Jared,Grant,Product,112794,2024-12-15 01:38:25,4.81,E00368
E00680,Jason,Anderson,Security,65841,2024-10-01 10:59:14,3.0,E00570
E00681,Donna,Sanchez,Customer Success,159447,2018-06-05 11:03:55,3.21,E00590
E00682,Eric,Harris,Sales,155029,2023-01-18 20:15:01,3.74,E01099
E00683,Glenn,Lucas,Engineering,214830,2020-09-12 21:13:15,2.76,E01066
E00684,Charles,Nielsen,Support,111272,2025-02-07 19:23:23,3.32,E00422
E00685,Aaron,Boone,HR,72643,2020-09-27 17:06:28,3.82,E00836
E00686,Shannon,Davis,Support,216480,2025-10-14 02:57:31,3.37,E01205
E00687,Brittney,Hardy,Support,78950,2021-07-01 21:30:15,3.53,E00545
E00688,Kelly,Lee,Sales,135500,2022-03-04 19:49:09,3.23,E00071
E00689,Jesse,Adams,Customer Success,194116,2019-08-06 08:52:05,2.54,E01129
E00690,Jasmine,Nunez,Engineering,160588,2020-04-08 22:20:48,3.83,E01224
E00691,Jacqueline,Morrison,Sales,50997,2020-01-27 08:12:19,4.83,E01125
E00692,Shawn,Russo,Marketing,114751,2021-02-09 10:46:44,3.61,E00768
E00693,Grace,Lopez,Finance,133605,2023-02-03 15:23:39,3.76,E00307
E00694,Sandra,Gill,Sales,189983,2023-11-08 21:17:30,4.08,E00377
E00695,Kristin,Ramsey,Engineering,90533,2025-07-11 06:44:50,2.71,E00655
E00696,Colleen,Hansen,Support,117566,2023-09-13 04:52:28,4.79,E00678
E00697,Donna,Mendoza,Sales,180643,2025-11-27 18:23:52,3.74,E00399
E00698,Sarah,Booth,Support,143255,2019-06-22 08:09:20,4.74,E00221
E00699,Ronald,Cook,Engineering,93005,2024-09-02 09:50:45,3.09,E00182
E00700,Amy,Krueger,Finance,78541,2022-05-11 11:47:01,4.87,E00307
E00701,Deborah,Smith,Finance,58387,2020-02-28 11:59:05,4.14,E00522
E00702,Rebekah,Giles,Engineering,128980,2023-12-18 14:16:20,3.99,E01014
E00703,Margaret,Hayden,Sales,214980,2020-05-24 12:52:59,3.76,E00004
E00704,Charles,Wilson,Engineering,120457,2023-02-01 12:21:02,3.43,E00863
E00705,Gabriel,Key,Engineering,179129,2021-02-16 08:28:36,4.44,E00848
E00706,Kyle,Mendoza,Product,99028,2018-01-28 01:32:57,3.7,E00804
E00707,Kaitlyn,Sanchez,Sales,154246,2020-01-01 09:53:49,2.22,E01305
E00708,Ashley,Munoz,Customer Success,90731,2025-05-27 16:27:56,2.82,E00215
E00709,Keith,Harris,Sales,190930,2018-07-23 12:23:00,3.47,E00972
E00710,David,Herman,Support,214761,2022-11-28 23:38:13,3.82,E00101
E00711,Haley,Arnold,Customer Success,79638,2021-05-20 01:53:27,3.56,E00963
E00712,Holly,Rowe,Support,212558,2021-07-04 19:16:17,4.45,E00573
E00713,Sherri,James,Finance,55567,2020-08-18 18:45:41,2.23,E01333
E00714,Vincent,Ferguson,Marketing,195811,2020-12-23 19:24:00,3.7,E00658
E00715,Troy,Howard,Sales,92804,2019-07-19 00:15:09,2.33,E00939
E00716,Christopher,Green,HR,143821,2023-04-05 22:30:33,4.13,E01087
E00717,Bill,Hunt,Security,38754,2022-04-11 23:41:22,3.53,E00226
E00718,Ryan,Crawford,Product,62044,2025-07-15 04:31:20,3.89,E00105
E00719,Marcus,Garcia,Engineering,102260,2024-08-17 21:52:02,3.0,E00772
E00720,John,Zavala,Customer Success,101912,2021-12-27 00:01:50,4.5,E01279
E00721,Christopher,Harrison,HR,43706,2020-05-31 23:57:25,4.33,E00429
E00722,Suzanne,Franco,Engineering,43894,2022-03-18 22:05:04,4.01,E00434
E00723,Mary,Rocha,Engineering,184109,2022-03-25 07:02:35,3.51,E01231
E00724,Barbara,Wood,Customer Success,118986,2022-06-11 03:06:29,4.01,E01052
E00725,Stephanie,Gutierrez,Support,116942,2020-04-08 22:17:23,3.11,E00682
E00726,Yvonne,Hart,Security,217684,2019-05-09 07:34:47,4.2,E00588
E00727,Emily,Walker,Engineering,64725,2023-02-01 00:02:36,4.75,E01093
E00728,Joseph,Thomas,Customer Success,171998,2021-08-15 01:15:22,4.35,E00866
E00729,Billy,Green,Engineering,139555,2018-05-12 14:00:56,3.09,E00746
E00730,Katelyn,Donovan,Engineering,44496,2021-07-16 10:18:11,3.85,E01191
E00731,Thomas,Riley,Engineering,91447,2023-09-02 18:31:21,2.69,E00864
E00732,Denise,Butler,Customer Success,136604,2020-08-04 02:23:55,4.0,E00368
E00733,Sabrina,Hernandez,Support,195878,2021-01-30 19:36:57,3.92,E00251
E00734,Howard,Rivera,Finance,123199,2025-02-24 21:21:41,2.29,E00859
E00735,Brenda,James,Sales,76321,2019-09-04 21:14:40,2.79,E00856
E00736,Cynthia,Whitaker,Operations,188728,2020-05-15 21:32:38,3.4,E01194
E00737,Travis,Porter,Marketing,90147,2021-04-07 14:50:03,3.39,E01114
E00738,Christopher,Pena,Customer Success,126396,2020-05-07 15:11:11,2.75,E00561
E00739,Michael,Cohen,Marketing,215738,2021-02-13 10:23:42,3.87,E00294
E00740,Mathew,Scott,Sales,73787,2022-05-25 21:46:56,3.78,E00919
E00741,Elizabeth,Underwood,Finance,56727,2020-11-24 15:10:31,3.46,E01174
E00742,Mia,Levy,Sales,130081,2018-11-21 00:35:39,3.07,E01156
E00743,Mark,May,Customer Success,157721,2023-03-30 12:46:49,4.33,E00433
E00744,Heather,Henry,Finance,103056,2024-01-28 13:08:27,4.76,E00059
E00745,Keith,Jackson,Engineering,169153,2018-01-28 08:26:02,3.26,E00969
E00746,Sierra,Norton,Operations,200268,2019-10-02 01:05:57,3.17,E00836
E00747,Lisa,Jackson,Marketing,202807,2020-04-22 11:21:24,3.94,E00199
E00748,Andrea,Cortez,Support,115102,2019-11-22 05:22:49,3.35,E00215
E00749,Shawn,Freeman,Operations,191570,2020-09-29 01:41:14,3.5,E00898
E00750,Leonard,Stark,Support,111865,2019-01-12 19:40:30,4.12,E00472
E00751,Marcus,Weaver,Engineering,197728,2025-10-12 05:13:01,2.26,E00247
E00752,Tara,May,HR,102695,2025-07-08 16:18:48,4.52,E00382
E00753,Richard,Brown,Support,203972,2025-11-08 15:24:17,3.65,E00991
E00754,Xavier,Johnson,Sales,152235,2025-09-21 12:29:24,3.31,E01263
E00755,Vanessa,Bradford,Engineering,213773,2020-02-14 15:02:29,3.54,E00927
E00756,Diane,Landry,Customer Success,143777,2020-05-22 12:47:27,3.57,E01192
E00757,Amy,Barnett,Support,54033,2020-09-01 06:57:35,2.39,E00560
E00758,Robert,Duran,Finance,176877,2023-11-23 21:11:16,4.65,E01075
E00759,Jacob,Gutierrez,Operations,201923,2021-12-27 16:40:56,3.63,E00689
E00760,Michael,Kirby,Customer Success,61832,2021-02-24 09:19:28,3.91,E00380
E00761,Katherine,Hall,Engineering,150725,2025-01-05 09:34:46,4.27,E00474
E00762,Colleen,Mann,Sales,180016,2020-06-11 19:44:57,2.89,E01104
E00763,Kathleen,Smith,Sales,54873,2022-11-13 19:22:46,3.93,E00697
E00764,James,Wagner,Customer Success,75372,2022-11-05 11:11:47,3.41,E00911
E00765,Andrea,Brooks,Engineering,124464,2020-04-18 02:43:04,4.19,E00960
E00766,Sara,Williamson,Support,181451,2019-02-10 02:52:59,2.11,E00478
E00767,Samuel,Estrada,Customer Success,152322,2018-03-09 06:56:15,3.53,E01004
E00768,Helen,Jensen,Operations,202823,2018-10-06 00:07:43,3.18,E00926
E00769,David,Webb,Sales,135082,2024-10-11 14:20:26,3.9,E00707
E00770,Teresa,Freeman,Security,40110,2023-03-05 08:31:48,3.93,E01238
E00771,Chelsea,Smith,Engineering,47087,2020-12-02 17:16:19,3.1,E00854
E00772,John,Arnold,Security,189834,2024-08-02 02:00:44,3.1,E01138
E00773,Eric,Smith,Engineering,117617,2022-12-30 02:10:14,3.52,E01017
E00774,Andrea,Moreno,Marketing,135483,2018-07-31 12:32:35,2.97,E00754
E00775,Andrea,Hill,Customer Success,44596,2022-09-15 00:40:14,4.19,E00503
E00776,Christopher,Madden,Engineering,142539,2024-11-19 08:24:18,3.34,E00817
E00777,Victoria,Smith,Engineering,53313,2021-03-18 21:53:12,1.57,E00588
E00778,Robin,Li,Customer Success,148175,2024-05-23 13:20:31,3.34,E01335
E00779,Steven,Craig,Customer Success,149914,2021-03-17 04:53:30,2.87,E00708
E00780,David,Drake,Support,58705,2020-05-08 03:41:59,2.46,E01068
E00781,Marilyn,Browning,Support,108445,2022-07-09 07:14:40,2.73,E01270
E00782,Tyrone,Rodriguez,Support,138892,2023-12-10 16:22:46,3.68,E01108
E00783,Jennifer,Davis,Sales,37023,2022-02-19 00:07:52,4.53,E00207
E00784,William,Hernandez,Sales,154654,2023-08-08 07:00:07,3.82,E00151
E00785,Joshua,Lee,Engineering,115073,2020-10-15 20:23:35,3.18,E00668
E00786,Mary,Fox,Operations,127197,2020-09-01 01:38:52,3.92,E00528
E00787,Tina,Ochoa,Support,99429,2021-02-17 14:23:17,3.28,E00165
E00788,John,Adams,Marketing,139195,2021-09-20 11:19:22,3.11,E00917
E00789,Andrea,Sanders,Finance,68848,2025-03-15 10:54:59,2.79,E01169
E00790,Patrick,Watson,HR,203876,2021-04-30 16:12:23,2.37,E01010
E00791,Sandra,Sullivan,Engineering,181451,2018-06-08 19:36:34,3.33,E00037
E00792,William,Cunningham,Support,62766,2021-01-30 05:07:40,3.71,E00333
E00793,Natasha,Branch,Finance,103099,2023-07-18 23:10:32,3.53,E00403
E00794,Michelle,Perez,Support,202132,2023-07-21 18:30:57,3.31,E00414
E00795,Joshua,Sutton,Engineering,104122,2024-05-04 08:36:43,2.94,E00045
E00796,Kristy,Abbott,Operations,182159,2022-11-20 15:25:00,4.03,E00206
E00797,Robert,Valdez,HR,83868,2022-12-10 23:18:46,2.68,E00062
E00798,Sarah,Garrison,Support,154119,2024-05-07 14:24:43,4.14,E00420
E00799,William,Malone,Support,189297,2025-11-15 11:07:05,2.9,E00868
E00800,Lori,Davis,HR,130286,2020-09-06 17:27:31,3.07,E00820
E00801,Justin,Gray,Customer Success,41643,2020-10-05 14:40:25,2.57,E00019
E00802,Kenneth,Tran,Engineering,71727,2025-03-05 04:09:11,3.25,E00365
E00803,Brenda,Brown,Support,177077,2018-09-17 16:51:20,4.28,E01324
E00804,Yolanda,Smith,Support,144079,2025-01-11 23:19:18,3.96,E01031
E00805,Tracy,Jackson,Marketing,100697,2022-10-16 06:45:24,4.28,E00428
E00806,Edgar,Porter,Customer Success,51029,2022-03-08 23:05:27,3.97,E01141
E00807,Amanda,Hamilton,HR,180298,2025-04-29 19:11:27,2.83,E00580
E00808,Michael,Mueller,HR,194803,2021-07-14 08:18:27,3.37,E00546
E00809,Andrea,Knight,Marketing,144458,2024-01-21 05:29:21,3.05,E00325
E00810,Amy,Hodge,Engineering,145384,2020-08-31 21:10:34,4.53,E00055
E00811,Stanley,Davis,Product,103926,2021-06-10 02:18:54,2.76,E00778
E00812,Marc,Rice,Security,172069,2019-10-14 10:55:23,4.23,E00992
E00813,Jacob,Williams,Engineering,90506,2021-08-31 14:22:13,4.23,E00042
E00814,Heidi,Lewis,HR,113229,2025-03-28 15:06:16,4.88,E01321
E00815,Ashley,Parrish,Security,215887,2020-05-18 23:53:52,3.31,E00231
E00816,Jesus,Clay,Finance,77092,2023-02-27 02:06:50,4.1,E00453
E00817,Kimberly,Alvarez,Support,97539,2023-03-11 07:31:37,5.0,E00394
E00818,Bradley,Williams,Marketing,187889,2019-02-19 05:45:15,3.17,E01152
E00819,Julie,Jones,Engineering,203933,2025-10-16 03:30:14,2.53,E00691
E00820,Janet,Frost,Sales,48428,2020-02-25 13:38:49,2.28,E00392
E00821,Lisa,Lam,Customer Success,210006,2020-11-13 15:35:20,4.1,E01217
E00822,Paul,Elliott,Engineering,176330,2022-09-21 16:04:40,2.28,E00604
E00823,Elizabeth,Johnson,Sales,92775,2022-04-07 00:25:45,3.34,E00881
E00824,Lori,Mcfarland,Marketing,40469,2018-05-12 14:02:34,3.91,E01102
E00825,Tina,Edwards,Finance,63854,2020-02-25 08:13:32,3.73,E00085
E00826,Tyler,Ali,Operations,172328,2021-07-28 06:21:06,3.9,E01054
E00827,Benjamin,Matthews,Sales,111256,2020-12-27 18:31:38,3.76,E00049
E00828,Wayne,Goodwin,Sales,200009,2024-01-04 20:57:48,4.5,E01169
E00829,Brittany,Marquez,Customer Success,134134,2021-09-17 08:37:27,2.93,E00069
E00830,Molly,Sanders,Marketing,167723,2019-06-29 13:28:07,3.13,E01082
E00831,Morgan,Jones,Engineering,216360,2022-04-11 22:40:03,3.06,E00697
E00832,Scott,Martin,Marketing,119730,2019-10-17 11:18:06,4.18,E00479
E00833,Alicia,Allen,Engineering,191123,2023-04-17 18:52:14,4.23,E00820
E00834,Stephen,Davenport,Engineering,62386,2024-09-08 06:43:39,3.92,E01320
E00835,Jennifer,Price,Finance,182256,2020-06-04 18:47:38,4.43,E01195
E00836,Robert,Mosley,Marketing,68787,2019-05-08 09:05:46,2.78,E00147
E00837,Diana,Rivera,Operations,56621,2022-06-14 03:19:12,4.77,E01330
E00838,Eric,Campos,Sales,112984,2019-05-07 21:29:18,4.67,E01016
E00839,Terrance,Taylor,Support,211325,2023-10-13 23:35:15,4.11,E00609
E00840,Tanya,Hinton,Support,69051,2021-05-19 19:26:29,4.85,E00446
E00841,Matthew,Ramsey,Engineering,84811,2023-07-07 11:45:27,2.44,E00221
E00842,Heather,Mason,Support,65447,2023-02-07 04:46:45,3.23,E01290
E00843,Debra,Mccann,Engineering,163046,2022-06-04 00:00:59,3.09,E00095
E00844,Melissa,Brown,Product,196326,2023-04-14 09:43:20,4.11,E00262
E00845,Melissa,Kim,Engineering,119045,2020-01-23 16:05:02,2.86,E00897
E00846,Michele,Roberson,Marketing,151859,2020-10-02 05:00:24,4.13,E01095
E00847,Norman,Peterson,Engineering,180544,2018-05-05 06:18:21,4.56,E00219
E00848,Levi,Mack,Product,38471,2018-05-10 01:49:13,4.09,E00092
E00849,Jennifer,Friedman,Finance,155312,2021-01-13 16:33:52,3.8,E00127
E00850,Katherine,Sanders,Support,174401,2025-07-27 05:30:25,2.91,E00080
E00851,Monique,Ayala,Engineering,200937,2019-01-25 19:22:44,3.01,E01262
E00852,Barry,Johnson,Customer Success,81850,2018-10-22 08:58:27,4.47,E00983
E00853,Casey,Nelson,Engineering,89220,2023-10-27 03:50:00,4.15,E00916
E00854,Crystal,Riddle,Operations,128808,2019-05-21 17:22:18,3.57,E00486
E00855,Samantha,Henry,Engineering,172469,2024-01-25 06:43:03,3.31,E00694
E00856,Wendy,Kelly,Engineering,201597,2019-04-07 01:19:49,2.18,E00025
E00857,Julie,Pugh,Engineering,88072,2023-07-14 08:00:32,2.85,E00156
E00858,Ryan,Reynolds,Finance,118820,2020-10-12 18:51:29,4.94,E00632
E00859,Corey,Frazier,Support,58284,2025-01-24 19:01:57,2.7,E01081
E00860,Cynthia,Guerrero,Engineering,118369,2022-01-14 09:25:46,3.73,E00019
E00861,Monique,Miller,Customer Success,60122,2019-07-06 04:51:45,4.31,E01217
E00862,Scott,Montgomery,Marketing,165349,2025-05-27 21:43:42,2.72,E00237
E00863,Heather,Yates,Finance,105553,2023-09-08 06:53:19,3.73,E00277
E00864,Rebecca,Marquez,Marketing,129788,2018-01-31 00:05:16,4.26,E01251
E00865,Brandon,Miller,Marketing,97812,2019-07-30 04:58:33,3.61,E00745
E00866,Laura,Moore,Support,42999,2025-06-08 04:35:32,5.0,E00552
E00867,Kelly,Dawson,Engineering,57436,2021-05-18 07:43:41,2.43,E01347
E00868,Nicholas,Walters,Engineering,77963,2019-11-14 23:31:16,4.34,E01177
E00869,Dustin,Singh,Security,168168,2025-12-13 12:09:41,3.48,E00639
E00870,Amanda,Stewart,HR,191351,2021-05-13 00:47:33,4.14,E00237
E00871,Ashlee,Rodriguez,Sales,143899,2025-04-21 11:13:01,3.91,E00998
E00872,Laura,Smith,Sales,61201,2025-10-02 18:28:37,3.09,E00055
E00873,George,Parker,Support,185787,2019-06-24 13:44:29,3.76,E00684
E00874,Christian,Ward,Marketing,195381,2021-01-06 19:43:13,2.3,E00109
E00875,Monica,Nelson,Engineering,181150,2024-05-18 09:43:41,4.02,E01208
E00876,Christine,Anderson,Engineering,40105,2024-05-04 08:41:45,3.81,E01222
E00877,John,Lopez,Customer Success,152666,2025-07-12 08:56:13,4.05,E00373
E00878,Roberta,Cole,Support,129848,2025-11-14 01:10:36,4.34,E00973
E00879,Douglas,Peters,Engineering,37839,2020-11-14 18:50:06,3.86,E00201
E00880,Steven,Russell,Engineering,103920,2023-12-23 06:40:29,3.7,E00849
E00881,Jonathan,Johnson,Engineering,78619,2023-07-19 16:22:53,2.98,E00509
E00882,Jonathan,Gomez,Support,77821,2025-01-02 04:03:17,3.1,E01346
E00883,Albert,Davis,Engineering,160736,2019-02-04 18:03:08,4.43,E00275
E00884,Linda,George,Engineering,179565,2023-12-19 23:15:19,4.61,E00211
E00885,Rachel,Nguyen,Customer Success,52069,2020-12-13 23:45:47,3.43,E00504
E00886,Erica,Cruz,Engineering,42531,2021-02-01 03:56:28,3.63,E01142
E00887,Eric,Carter,Support,203123,2024-10-20 11:18:02,2.97,E00703
E00888,Scott,Hughes,Engineering,173808,2024-09-19 03:37:15,4.42,E00042
E00889,Michael,Miller,Engineering,173782,2022-03-29 10:59:44,4.07,E00315
E00890,Briana,Santana,Sales,102155,2019-08-20 11:26:08,4.96,E00788
E00891,Danielle,Stein,Customer Success,180047,2023-12-12 23:12:47,2.99,E00329
E00892,Roger,Spence,Security,97424,2025-10-28 09:56:26,3.34,E01041
E00893,John,Armstrong,Security,80603,2023-11-15 15:27:08,3.76,E00283
E00894,Megan,Jackson,Marketing,189324,2021-09-15 17:49:37,4.05,E00943
E00895,James,James,Support,167503,2023-08-15 06:49:46,3.45,E00258
E00896,Paul,Taylor,Engineering,203553,2020-04-18 00:44:14,2.99,E00575
E00897,Timothy,Turner,Sales,127573,2025-06-01 01:44:59,4.22,E00574
E00898,John,Snyder,Operations,175629,2022-08-23 19:18:03,4.1,E00612
E00899,Ashley,Brown,Engineering,138302,2021-02-23 15:33:25,2.96,E01043
E00900,Bailey,Hamilton,Engineering,166234,2024-04-25 05:22:48,4.55,E00837
E00901,Victoria,Fisher,Engineering,200814,2019-04-14 13:18:07,4.42,E00423
E00902,Kenneth,Washington,Engineering,54675,2019-07-28 14:08:03,3.69,E00758
E00903,Tiffany,Jones,Engineering,108997,2019-11-24 10:54:26,3.66,E00763
E00904,Dominique,King,Support,183087,2025-10-20 08:34:55,3.99,E01105
E00905,Joshua,Wright,Marketing,216129,2022-04-24 12:38:15,3.0,E00424
E00906,Ashlee,Weber,Operations,198663,2021-04-19 02:55:59,3.62,E00429
E00907,Gina,Wheeler,Customer Success,175905,2020-02-11 12:06:18,2.09,E00204
E00908,Julie,Gonzalez,Sales,42896,2023-12-10 13:00:09,4.21,E00196
E00909,Brandon,Rodriguez,Sales,199044,2021-01-25 10:55:57,2.51,E00728
E00910,Catherine,Torres,Sales,84733,2018-12-16 22:47:20,4.65,E00285
E00911,Tyler,Rush,Support,76800,2022-04-21 17:07:23,3.37,E00196
E00912,Rebecca,Cook,Sales,131044,2019-04-20 07:47:22,3.45,E00307
E00913,Justin,Oliver,Support,40347,2020-12-02 22:55:32,3.16,E00014
E00914,Lauren,Brock,Marketing,168715,2024-01-16 12:14:09,3.4,E01170
E00915,Catherine,Rivera,Support,75785,2022-03-25 01:08:34,4.59,E01081
E00916,Michael,Cook,Marketing,53681,2024-12-14 23:16:38,1.86,E00723
E00917,Dana,Ochoa,Sales,216098,2019-06-11 00:17:58,4.49,E00780
E00918,Christine,Villarreal,HR,138864,2021-08-08 04:28:21,3.84,E01234
E00919,Erica,Mccann,Customer Success,181964,2019-10-10 16:52:33,2.76,E00529
E00920,Jennifer,Taylor,Engineering,82299,2023-12-12 05:41:45,2.85,E00798
E00921,Donna,Flores,Security,52073,2019-12-07 09:23:17,4.77,E00344
E00922,Mary,Valentine,Finance,137304,2018-05-10 15:02:27,2.94,E01303
E00923,Courtney,Harris,Operations,65682,2020-04-19 16:29:31,2.79,E00209
E00924,Rebecca,Edwards,Customer Success,159302,2023-10-19 09:57:06,4.4,E00641
E00925,Debbie,Oconnell,Marketing,180361,2024-01-28 04:50:36,3.84,E01312
E00926,Kyle,Novak,Engineering,150359,2022-06-24 09:47:38,2.94,E00252
E00927,Scott,Carter,Sales,173999,2023-10-16 17:27:24,3.75,E01289
E00928,Bethany,Neal,Support,214402,2018-11-05 06:46:57,2.88,E00271
E00929,Jessica,Henry,Support,101707,2019-06-22 10:12:32,4.37,E00920
E00930,Christopher,Johnston,Sales,100428,2021-01-30 05:19:38,4.34,E00419
E00931,Kenneth,Sanchez,Engineering,85601,2020-10-01 10:36:26,3.97,E00795
E00932,Julie,Bennett,Security,168611,2020-12-02 18:20:36,3.85,E01235
E00933,Gregory,Velasquez,Product,146487,2020-02-05 09:05:19,4.83,E01100
E00934,David,Long,Finance,188741,2023-06-02 20:40:33,3.6,E01345
E00935,Amber,Wilson,Engineering,186716,2022-01-09 01:42:57,2.77,E00725
E00936,Teresa,Elliott,Sales,184817,2018-12-30 09:25:10,3.91,E00433
E00937,Alyssa,Vargas,Engineering,63228,2020-06-03 12:48:07,5.0,E00109
E00938,Robin,Gardner,Operations,200593,2022-12-28 22:43:24,2.89,E00641
E00939,Maria,Maldonado,Engineering,157788,2023-09-06 00:10:17,3.35,E01071
E00940,Jonathan,Pierce,Support,132239,2023-05-13 14:09:11,3.89,E00379
E00941,Makayla,Benton,Sales,61928,2021-02-21 18:18:05,3.56,E01120
E00942,Timothy,Murray,Support,53322,2022-03-13 15:01:51,2.91,E00958
E00943,Lindsay,Erickson,Support,122896,2024-01-24 02:05:17,4.39,E00103
E00944,Julie,Gonzales,Security,97292,2020-02-16 05:38:08,5.0,E00892
E00945,Matthew,Carter,Engineering,64055,2020-10-27 17:23:54,3.74,E00854
E00946,Darius,Schwartz,Engineering,77891,2023-08-30 23:17:58,2.97,E01170
E00947,Sydney,Fuentes,Engineering,116912,2022-04-08 08:37:36,2.52,E01051
E00948,Donald,Flynn,Operations,172660,2023-02-18 01:32:42,3.78,E00530
E00949,Tammy,Ortiz,Operations,125536,2021-01-31 19:43:15,4.37,E00679
E00950,Michelle,Porter,Support,41304,2018-05-09 12:23:51,3.93,E00989
E00951,Jennifer,Schultz,Support,42345,2019-11-07 00:27:29,3.6,E01106
E00952,Tina,Allen,Support,195372,2020-12-11 01:54:29,3.19,E00428
E00953,Tammy,Hopkins,Engineering,190331,2023-10-24 23:25:16,2.84,E00822
E00954,Linda,Espinoza,Operations,126006,2023-07-10 11:06:19,4.18,E01186
E00955,Michael,Mccormick,Marketing,181424,2019-08-25 15:34:32,4.24,E00932
E00956,Krystal,Jones,Marketing,164350,2021-02-12 18:06:28,2.52,E01062
E00957,Alexander,Ewing,Finance,199437,2019-03-26 07:18:33,4.71,E00511
E00958,Amanda,Mendoza,Engineering,54446,2022-09-08 01:40:51,4.0,E00393
E00959,Shawn,Morales,Engineering,37336,2024-01-23 13:34:28,4.58,E00713
E00960,Emily,Hunter,Customer Success,97032,2018-04-09 16:50:35,2.66,E00494
E00961,Emily,Knapp,Engineering,132852,2024-12-19 20:54:23,2.64,E01224
E00962,Brenda,Holt,Support,173593,2025-01-28 10:51:07,3.5,E01279
E00963,Lynn,Stephens,Sales,189553,2023-08-09 21:48:25,3.95,E01203
E00964,Shelby,Gibbs,Marketing,53474,2025-06-14 19:01:18,4.86,E00547
E00965,Daniel,Ward,Sales,212832,2019-04-11 11:19:06,4.09,E00594
E00966,Jesus,Woodard,Sales,90718,2024-04-08 11:49:40,3.43,E00389
E00967,Angel,Herrera,Customer Success,79629,2022-09-15 18:37:11,2.88,E00158
E00968,Nicole,Little,Sales,80232,2025-11-27 03:16:57,4.46,E01028
E00969,Anna,Miller,Support,121544,2019-04-01 20:13:47,2.92,E00167
E00970,Rose,Mack,Finance,85669,2025-03-14 01:59:03,4.74,E00960
E00971,Jeffrey,Sandoval,Support,104184,2022-11-02 19:21:37,3.4,E00409
E00972,Bryan,Kelly,HR,214017,2019-12-31 22:14:14,4.71,E01228
E00973,Madison,Holland,Customer Success,48140,2023-08-19 02:07:03,4.08,E00194
E00974,Regina,Williams,Engineering,161468,2025-12-06 21:18:39,3.5,E00235
E00975,Kevin,Terrell,Engineering,118457,2022-06-24 10:22:18,3.24,E00718
E00976,Ricky,Byrd,Sales,49357,2018-07-09 22:43:33,3.36,E01174
E00977,Donald,Ross,Support,146672,2025-04-23 13:00:20,3.9,E01183
E00978,Sophia,Goodwin,Engineering,103673,2025-12-08 11:29:30,3.65,E01303
E00979,Kevin,Sheppard,Finance,156673,2021-12-21 00:53:12,3.18,E00816
E00980,Travis,Jordan,Support,100633,2021-10-12 04:13:16,3.48,E00404
E00981,Colton,Smith,Sales,131111,2023-11-27 22:27:14,3.66,E00893
E00982,Paige,Green,Customer Success,113258,2020-09-03 10:46:03,2.11,E00678
E00983,Derek,Dixon,Engineering,178996,2023-02-04 20:31:08,3.92,E01335
E00984,Shawn,Stone,Engineering,104286,2018-01-23 00:15:40,2.91,E00068
E00985,Ellen,Carpenter,Customer Success,128269,2025-08-15 21:43:37,2.79,E00088
E00986,Julia,Johnston,Finance,109071,2021-08-04 12:15:31,2.42,E00217
E00987,Sonya,Griffin,Support,65651,2023-04-17 23:32:24,2.34,E00001
E00988,Robert,Myers,Marketing,105202,2021-12-03 00:07:17,2.65,E01159
E00989,Julia,Barton,Sales,83777,2021-02-09 05:09:11,3.1,E00140
E00990,Eric,Chapman,Customer Success,183066,2025-02-27 01:59:18,4.97,E00618
E00991,Robert,Mason,Customer Success,102263,2024-01-23 15:34:50,3.23,E00133
E00992,Corey,Cooper,Support,135158,2020-05-12 07:45:37,3.72,E00178
E00993,Tracy,Johnson,Sales,45800,2025-08-03 14:19:30,3.88,E00810
E00994,Ricky,Garcia,Support,72823,2025-10-13 04:39:28,3.69,E00380
E00995,Stephanie,Perry,Sales,98878,2024-02-11 13:16:15,3.55,E00908
E00996,Antonio,Nixon,Engineering,53708,2019-09-25 07:50:48,2.76,E00658
E00997,Mitchell,Wilson,Operations,178891,2019-07-02 04:58:04,4.62,E00450
E00998,Scott,Shepard,Engineering,98870,2023-12-30 16:54:30,4.87,E00586
E00999,Stephanie,Thomas,Product,44283,2019-06-04 03:45:06,2.42,E00463
E01000,Melissa,Collins,Marketing,196645,2020-05-17 20:25:55,2.88,E00990
E01001,Cory,Gibson,Engineering,113707,2021-11-03 21:48:03,3.4,E01132
E01002,Gina,Clark,Support,197005,2018-08-01 00:19:00,2.92,E00122
E01003,Amy,Webb,Operations,40774,2022-06-10 10:43:41,3.95,E00017
E01004,Tiffany,Alvarez,Customer Success,177055,2023-11-29 17:45:06,3.09,E01220
E01005,Michael,Kim,Customer Success,131468,2025-11-08 10:16:02,5.0,E00327
